,datetime,Demand (MW),Temperature,dewpoint,humidity,precipitation,precipprob,snow,snowdepth,windgust,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,severerisk,freezingrain,ice,rain,snow.1,Clear,Freezing Drizzle/Freezing Rain,Ice,Overcast,Partially cloudy,Rain,Snow
43,2020-01-02 19:00:00,568.8,47.9,46.1,93.45,0.035,100.0,0.0,0.0,15.410435503940272,3.4,1006.2,100.0,2.5,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
44,2020-01-02 20:00:00,562.6,47.9,46.1,93.45,0.026,100.0,0.0,0.0,15.410435503940272,5.8,1006.4,100.0,3.1,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
45,2020-01-02 21:00:00,546.9,47.9,46.1,93.45,0.02,100.0,0.0,0.0,15.410435503940272,3.4,1006.0,100.0,3.7,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
46,2020-01-02 22:00:00,530.4,50.0,47.9,92.59,0.02,100.0,0.0,0.0,15.410435503940272,5.8,1006.3,100.0,3.7,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
47,2020-01-02 23:00:00,509.3,51.2,48.8,91.67,0.02,100.0,0.0,0.0,15.410435503940272,8.1,1006.6,100.0,6.2,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
48,2020-01-03 00:00:00,482.3,51.2,48.8,91.67,0.084,100.0,0.0,0.0,15.410435503940272,4.7,1006.4,93.4,2.5,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
49,2020-01-03 01:00:00,466.1,51.2,48.8,91.67,0.095,100.0,0.0,0.0,15.410435503940272,5.8,1006.5,100.0,2.5,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
50,2020-01-03 02:00:00,459.4,51.2,48.8,91.67,0.045,100.0,0.0,0.0,15.410435503940272,0.0,1006.4,100.0,3.7,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
51,2020-01-03 03:00:00,452.7,51.2,50.0,95.72,0.071,100.0,0.0,0.0,15.410435503940272,0.0,1006.6,100.0,0.6,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
52,2020-01-03 04:00:00,456.3,51.2,48.8,91.67,0.055,100.0,0.0,0.0,15.410435503940272,0.0,1007.3,100.0,2.5,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
53,2020-01-03 05:00:00,462.4,51.2,48.8,91.67,0.045,100.0,0.0,0.0,15.410435503940272,0.0,1008.0,93.4,3.7,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
54,2020-01-03 06:00:00,475.9,50.0,47.9,92.59,0.016,100.0,0.0,0.0,15.410435503940272,0.0,1008.3,72.6,8.1,0.0,13.10842019211118,0,0,1,0,0,0,0,0,1,1,0
55,2020-01-03 07:00:00,510.3,48.8,47.9,96.69,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1008.2,72.6,7.2,4.2,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
56,2020-01-03 08:00:00,523.7,50.0,47.9,92.59,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1008.9,100.0,3.1,20.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
57,2020-01-03 09:00:00,536.6,50.0,47.9,92.59,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1009.7,93.4,9.9,23.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
58,2020-01-03 10:00:00,539.7,50.0,47.0,89.51,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1009.5,93.4,9.9,32.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
59,2020-01-03 11:00:00,554.0,50.0,47.9,92.59,0.025,100.0,0.0,0.0,15.410435503940272,3.4,1009.0,93.4,1.9,87.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
60,2020-01-03 12:00:00,544.9,50.0,47.9,92.59,0.026,100.0,0.0,0.0,15.410435503940272,3.4,1008.0,100.0,3.7,84.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
61,2020-01-03 13:00:00,543.6,51.2,47.9,88.63,0.005,100.0,0.0,0.0,15.410435503940272,4.7,1007.0,93.4,5.0,37.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
62,2020-01-03 14:00:00,547.4,50.0,47.0,89.51,0.006,100.0,0.0,0.0,15.410435503940272,6.9,1007.6,100.0,1.9,36.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
63,2020-01-03 15:00:00,548.9,50.0,47.0,89.51,0.02,100.0,0.0,0.0,15.410435503940272,5.8,1008.2,100.0,5.0,26.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
64,2020-01-03 16:00:00,546.3,48.8,46.1,90.35,0.031,100.0,0.0,0.0,15.410435503940272,4.7,1009.1,93.4,5.0,3.9,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
65,2020-01-03 17:00:00,551.9,47.9,45.0,89.42,0.02,100.0,0.0,0.0,15.410435503940272,5.8,1009.9,100.0,3.1,0.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
66,2020-01-03 18:00:00,555.6,47.0,44.1,89.38,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1010.0,100.0,6.2,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
67,2020-01-03 19:00:00,554.6,44.1,42.2,92.98,0.0,0.0,0.0,0.0,15.410435503940272,10.3,1011.0,100.0,0.6,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
68,2020-01-03 20:00:00,552.6,42.2,39.8,91.35,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1011.5,100.0,1.2,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
69,2020-01-03 21:00:00,542.8,42.2,38.9,88.2,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1012.0,100.0,6.8,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
70,2020-01-03 22:00:00,531.8,41.0,38.0,89.11,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1012.7,100.0,3.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
71,2020-01-03 23:00:00,510.7,41.0,37.1,86.01,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1013.1,100.0,5.0,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
72,2020-01-04 00:00:00,492.3,39.8,36.0,85.95,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1013.1,100.0,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
73,2020-01-04 01:00:00,476.8,38.9,35.1,85.89,0.0,0.0,0.0,0.0,15.410435503940272,9.2,1013.1,72.6,8.1,0.0,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
74,2020-01-04 02:00:00,469.2,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1013.7,68.1,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
75,2020-01-04 03:00:00,463.0,37.1,32.0,81.49,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1014.2,100.0,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
76,2020-01-04 04:00:00,459.0,38.0,32.0,78.66,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1014.4,100.0,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
77,2020-01-04 05:00:00,464.9,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1014.1,100.0,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
78,2020-01-04 06:00:00,458.6,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1014.3,100.0,8.7,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
79,2020-01-04 07:00:00,468.6,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1014.9,93.4,8.7,38.3,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
80,2020-01-04 08:00:00,481.2,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1015.7,88.9,5.0,30.0,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
81,2020-01-04 09:00:00,493.7,38.0,34.1,85.5,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1016.6,72.6,6.2,48.0,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
82,2020-01-04 10:00:00,513.8,38.0,33.2,82.48,0.0,0.0,0.0,0.0,15.410435503940272,10.3,1017.5,100.0,6.8,80.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
83,2020-01-04 11:00:00,523.8,36.0,32.0,85.32,0.012,100.0,0.0,0.0,18.3,9.2,1017.9,93.4,6.2,238.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
84,2020-01-04 12:00:00,529.7,38.9,34.1,82.54,0.012,100.0,0.0,0.0,18.3,8.1,1017.8,93.4,8.7,252.0,13.10842019211118,0,0,1,0,0,0,0,1,0,1,0
85,2020-01-04 13:00:00,519.5,38.9,29.9,69.86,0.0,0.0,0.0,0.0,19.7,13.9,1018.0,93.4,9.9,109.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
86,2020-01-04 14:00:00,530.3,38.9,28.1,64.91,0.0,0.0,0.0,0.0,27.9,8.1,1018.8,93.4,9.9,22.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
87,2020-01-04 15:00:00,530.8,38.0,29.9,72.37,0.0,0.0,0.0,0.0,24.2,13.9,1019.9,93.4,9.9,26.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
88,2020-01-04 16:00:00,538.6,37.1,32.0,81.49,0.0,0.0,0.0,0.0,20.8,8.1,1021.0,72.6,9.9,12.2,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
89,2020-01-04 17:00:00,541.8,37.1,30.8,77.76,0.0,0.0,0.0,0.0,15.410435503940272,9.2,1022.3,93.4,9.9,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
90,2020-01-04 18:00:00,559.6,37.1,29.9,74.97,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1023.2,100.0,9.9,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
91,2020-01-04 19:00:00,546.8,37.1,30.8,77.76,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1023.8,100.0,9.9,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
92,2020-01-04 20:00:00,532.9,37.1,29.9,74.97,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1024.3,100.0,9.9,0.0,13.10842019211118,0,0,0,0,0,0,0,1,0,0,0
93,2020-01-04 21:00:00,532.5,37.1,29.9,74.97,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1024.7,88.9,9.9,0.0,13.10842019211118,0,0,0,0,0,0,0,0,1,0,0
94,2020-01-04 22:00:00,521.2,34.1,28.1,78.64,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1024.9,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
95,2020-01-04 23:00:00,497.8,33.2,27.0,77.72,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1024.9,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
96,2020-01-05 00:00:00,485.6,29.9,26.1,85.35,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1025.2,0.0,8.7,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
97,2020-01-05 01:00:00,482.3,29.0,26.1,88.53,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1025.3,0.0,6.8,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
98,2020-01-05 02:00:00,475.4,28.1,25.1,88.13,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1025.2,0.0,5.0,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
99,2020-01-05 03:00:00,478.4,28.1,25.1,88.13,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1025.1,0.0,6.8,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
100,2020-01-05 04:00:00,473.7,28.1,25.1,88.13,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1025.2,0.0,6.8,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
101,2020-01-05 05:00:00,485.9,29.0,26.1,88.53,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1025.5,0.0,8.7,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
102,2020-01-05 06:00:00,496.3,28.1,25.1,88.13,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1025.2,0.0,8.1,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
103,2020-01-05 07:00:00,510.0,29.9,26.1,85.35,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1025.2,0.0,8.7,33.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
104,2020-01-05 08:00:00,514.6,32.0,28.1,85.47,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1025.0,0.0,8.7,181.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
105,2020-01-05 09:00:00,502.6,36.0,29.9,78.49,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1025.1,0.0,9.9,332.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
106,2020-01-05 10:00:00,499.9,39.8,30.8,69.97,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1024.4,0.0,9.9,445.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
107,2020-01-05 11:00:00,492.8,44.1,29.9,57.29,0.0,0.0,0.0,0.0,25.3,18.3,1022.5,0.0,9.9,499.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
108,2020-01-05 12:00:00,490.2,47.0,30.8,53.12,0.0,0.0,0.0,0.0,29.3,17.2,1020.4,0.0,9.9,492.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
109,2020-01-05 13:00:00,480.3,48.8,30.8,49.65,0.0,0.0,0.0,0.0,32.2,20.8,1019.0,0.0,9.9,420.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
110,2020-01-05 14:00:00,466.5,51.2,30.8,45.51,0.0,0.0,0.0,0.0,29.8,16.1,1017.3,0.0,9.9,305.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
111,2020-01-05 15:00:00,463.9,53.1,33.2,46.64,0.0,0.0,0.0,0.0,29.8,17.2,1017.6,0.0,9.9,139.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
112,2020-01-05 16:00:00,464.8,52.1,33.2,48.38,0.0,0.0,0.0,0.0,28.6,18.3,1018.7,0.0,9.9,16.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
113,2020-01-05 17:00:00,480.8,47.9,34.1,58.49,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1019.1,0.0,9.9,16.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
114,2020-01-05 18:00:00,515.5,46.1,32.0,57.59,0.0,0.0,0.0,0.0,15.410435503940272,8.1,1020.2,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
115,2020-01-05 19:00:00,519.0,44.1,30.8,59.43,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1021.1,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
116,2020-01-05 20:00:00,513.5,42.2,30.8,63.91,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1020.9,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
117,2020-01-05 21:00:00,517.4,41.0,29.9,64.48,0.0,0.0,0.0,0.0,15.410435503940272,6.9,1021.5,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
118,2020-01-05 22:00:00,500.0,45.0,29.0,53.37,0.0,0.0,0.0,0.0,15.410435503940272,9.2,1022.0,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
119,2020-01-05 23:00:00,484.5,42.2,29.0,59.4,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1022.3,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
120,2020-01-06 00:00:00,468.8,39.8,28.1,62.67,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1022.2,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
121,2020-01-06 01:00:00,459.4,38.0,28.1,67.24,0.0,0.0,0.0,0.0,15.410435503940272,4.7,1022.4,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
122,2020-01-06 02:00:00,459.3,38.9,26.1,59.63,0.0,0.0,0.0,0.0,15.410435503940272,11.4,1022.9,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
123,2020-01-06 03:00:00,470.5,37.1,25.1,61.39,0.0,0.0,0.0,0.0,15.410435503940272,5.8,1023.6,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
124,2020-01-06 04:00:00,481.5,33.2,24.2,69.2,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1023.4,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
125,2020-01-06 05:00:00,501.4,30.8,24.2,76.04,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1024.0,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
126,2020-01-06 06:00:00,541.1,29.0,23.0,77.87,0.0,0.0,0.0,0.0,15.410435503940272,0.0,1024.5,0.0,9.9,0.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
127,2020-01-06 07:00:00,583.8,28.1,23.0,80.79,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1024.7,0.0,9.9,43.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
128,2020-01-06 08:00:00,603.8,30.8,26.1,82.28,0.0,0.0,0.0,0.0,15.410435503940272,3.4,1025.3,0.0,9.9,138.0,13.10842019211118,0,0,0,0,1,0,0,0,0,0,0
